time,G_Gh,G_Dh,G_Gk,G_Bn,Tamb_C,HR_pct, hs, Az,precip_mm, Td
2005-01-02 14:00:00+00:00,317,212,446,229,8.0,66,27.3,19.2,0.0,1.9
2005-01-02 15:00:00+00:00,218,176,292,113,7.8,81,22.0,33.2,0.2,4.7
2005-01-02 16:00:00+00:00,139,110,202,119,7.3,68,14.4,45.3,0.0,1.8
2005-01-02 17:00:00+00:00,32,31,37,12,6.3,68,5.2,55.5,0.0,0.9
2005-01-02 18:00:00+00:00,0,0,0,0,5.3,71,0.0,64.6,0.0,0.6
2005-01-02 19:00:00+00:00,0,0,0,0,4.6,69,0.0,73.2,0.0,-0.7
2005-01-02 20:00:00+00:00,0,0,0,0,3.8,73,0.0,81.2,0.0,-0.5
2005-01-02 21:00:00+00:00,0,0,0,0,3.1,76,0.0,89.5,0.0,-0.7
2005-01-02 22:00:00+00:00,0,0,0,0,2.4,78,0.0,99.6,0.0,-1.0
2005-01-02 23:00:00+00:00,0,0,0,0,1.6,80,0.0,114.4,0.0,-1.4
2005-01-03 00:00:00+00:00,0,0,0,0,1.1,85,0.0,-142.1,0.0,-1.2
2005-01-03 01:00:00+00:00,0,0,0,0,0.6,90,0.0,-167.1,0.0,-1.0
2005-01-03 02:00:00+00:00,0,0,0,0,0.0,84,0.0,-126.5,0.0,-2.3
2005-01-03 03:00:00+00:00,0,0,0,0,-0.2,89,0.0,-106.6,0.0,-1.8
2005-01-03 04:00:00+00:00,0,0,0,0,-0.5,88,0.0,-94.6,0.0,-2.2
2005-01-03 05:00:00+00:00,0,0,0,0,-0.7,87,0.0,-85.5,0.0,-2.5
2005-01-03 06:00:00+00:00,0,0,0,0,-0.9,88,0.0,-77.4,0.0,-2.7
2005-01-03 07:00:00+00:00,0,0,0,0,-1.1,85,0.0,-69.3,0.0,-3.3
2005-01-03 08:00:00+00:00,3,3,2,0,-0.9,85,0.0,-60.5,0.0,-3.2
2005-01-03 09:00:00+00:00,147,37,398,649,1.6,75,9.8,-51.1,0.0,-2.2
2005-01-03 10:00:00+00:00,310,51,652,826,4.4,67,18.3,-40.0,0.0,-1.0
2005-01-03 11:00:00+00:00,437,54,838,911,7.0,51,24.9,-26.6,0.0,-2.4
2005-01-03 12:00:00+00:00,514,56,947,948,9.0,46,28.9,-12.1,0.0,-2.0
2005-01-03 13:00:00+00:00,532,57,972,956,10.5,45,29.8,3.4,0.0,-1.0
2005-01-03 14:00:00+00:00,488,55,910,939,11.3,43,27.4,19.1,0.0,-0.7
2005-01-03 15:00:00+00:00,389,57,770,884,11.5,42,22.1,33.2,0.0,-1.0
2005-01-03 16:00:00+00:00,239,48,551,764,10.7,44,14.5,45.3,0.0,-1.0
2005-01-03 17:00:00+00:00,76,27,276,538,9.2,49,5.3,55.5,0.0,-1.0
2005-01-03 18:00:00+00:00,0,0,0,0,7.6,60,0.0,65.0,0.0,0.3
2005-01-03 19:00:00+00:00,0,0,0,0,6.7,63,0.0,73.2,0.0,0.2
2005-01-03 20:00:00+00:00,0,0,0,0,5.8,66,0.0,81.2,0.0,0.0
2005-01-03 21:00:00+00:00,0,0,0,0,5.0,68,0.0,89.5,0.0,-0.4
2005-01-03 22:00:00+00:00,0,0,0,0,4.1,70,0.0,99.6,0.0,-1.0
2005-01-03 23:00:00+00:00,0,0,0,0,3.2,77,0.0,114.4,0.0,-0.4
2005-01-04 00:00:00+00:00,0,0,0,0,2.3,79,0.0,-142.0,0.0,-1.0
2005-01-04 01:00:00+00:00,0,0,0,0,1.3,83,0.0,-167.4,0.0,-1.2
2005-01-04 02:00:00+00:00,0,0,0,0,0.3,85,0.0,-127.1,0.0,-1.8
2005-01-04 03:00:00+00:00,0,0,0,0,-0.2,89,0.0,-107.1,0.0,-1.7
2005-01-04 04:00:00+00:00,0,0,0,0,-0.7,91,0.0,-95.1,0.0,-2.0
2005-01-04 05:00:00+00:00,0,0,0,0,-1.2,93,0.0,-85.6,0.0,-2.1
2005-01-04 06:00:00+00:00,0,0,0,0,-1.6,94,0.0,-77.5,0.0,-2.4
2005-01-04 07:00:00+00:00,0,0,0,0,-2.0,94,0.0,-69.4,0.0,-2.8
2005-01-04 08:00:00+00:00,3,3,2,0,-1.9,97,0.0,-61.0,0.0,-2.4
2005-01-04 09:00:00+00:00,152,41,407,657,0.5,91,9.8,-51.2,0.0,-0.8
2005-01-04 10:00:00+00:00,322,60,677,834,3.1,82,18.3,-40.1,0.0,0.4
2005-01-04 11:00:00+00:00,455,66,865,923,5.4,72,25.0,-27.1,0.0,0.9
2005-01-04 12:00:00+00:00,535,69,978,962,7.3,64,29.0,-12.2,0.0,0.9
2005-01-04 13:00:00+00:00,555,71,1005,970,8.7,58,29.9,3.4,0.0,1.0
2005-01-04 14:00:00+00:00,507,67,939,952,9.4,56,27.5,19.1,0.0,1.0
2005-01-04 15:00:00+00:00,400,63,794,890,9.5,60,22.3,33.1,0.0,2.1
2005-01-04 16:00:00+00:00,245,50,559,770,8.7,64,14.7,45.3,0.0,2.4
2005-01-04 17:00:00+00:00,79,27,282,547,7.1,74,5.4,55.5,0.0,2.8
2005-01-04 18:00:00+00:00,0,0,0,0,5.4,87,0.0,65.0,0.0,3.4
2005-01-04 19:00:00+00:00,0,0,0,0,4.7,89,0.0,73.2,0.0,3.1
2005-01-04 20:00:00+00:00,0,0,0,0,4.0,87,0.0,81.2,0.0,2.0
2005-01-04 21:00:00+00:00,0,0,0,0,3.4,88,0.0,89.5,0.0,1.5
2005-01-04 22:00:00+00:00,0,0,0,0,2.7,89,0.0,100.0,0.0,1.1
2005-01-04 23:00:00+00:00,0,0,0,0,2.0,91,0.0,114.4,0.0,0.7
2005-01-05 00:00:00+00:00,0,0,0,0,1.6,90,0.0,-141.5,0.0,0.1
2005-01-05 01:00:00+00:00,0,0,0,0,1.2,93,0.0,-168.1,0.0,0.2
2005-01-05 02:00:00+00:00,0,0,0,0,0.8,97,0.0,-127.4,0.0,0.3
2005-01-05 03:00:00+00:00,0,0,0,0,0.6,96,0.0,-107.3,0.0,0.0
2005-01-05 04:00:00+00:00,0,0,0,0,0.4,97,0.0,-95.2,0.0,-0.1
2005-01-05 05:00:00+00:00,0,0,0,0,0.2,100,0.0,-86.1,0.0,0.2
2005-01-05 06:00:00+00:00,0,0,0,0,0.0,100,0.0,-77.5,0.0,0.0
2005-01-05 07:00:00+00:00,0,0,0,0,-0.1,100,0.0,-69.5,0.0,-0.1
2005-01-05 08:00:00+00:00,1,1,1,0,0.0,100,0.0,-61.1,0.0,0.0
2005-01-05 09:00:00+00:00,98,58,210,232,1.6,94,9.8,-51.3,0.0,0.7
2005-01-05 10:00:00+00:00,193,144,275,154,3.2,90,18.4,-40.2,0.0,1.8
2005-01-05 11:00:00+00:00,265,209,353,132,4.7,86,25.0,-27.2,0.0,2.5
2005-01-05 12:00:00+00:00,296,244,360,108,5.7,85,29.1,-12.2,0.1,3.4
2005-01-05 13:00:00+00:00,335,254,445,161,6.7,78,30.0,3.3,0.0,3.1
2005-01-05 14:00:00+00:00,325,238,443,188,7.3,77,27.7,19.0,0.0,3.5
2005-01-05 15:00:00+00:00,259,182,369,203,7.5,75,22.4,33.1,0.0,3.3
2005-01-05 16:00:00+00:00,124,105,156,74,6.7,84,14.8,45.2,0.7,4.3
2005-01-05 17:00:00+00:00,44,35,91,89,5.9,78,5.6,55.5,0.0,2.4
2005-01-05 18:00:00+00:00,0,0,0,0,4.9,81,0.0,65.0,0.0,2.0
2005-01-05 19:00:00+00:00,0,0,0,0,4.2,83,0.0,73.2,0.0,1.6
2005-01-05 20:00:00+00:00,0,0,0,0,3.5,88,0.0,81.3,0.0,1.6
2005-01-05 21:00:00+00:00,0,0,0,0,2.7,91,0.0,89.6,0.0,1.4
2005-01-05 22:00:00+00:00,0,0,0,0,2.0,96,0.0,100.1,0.0,1.4
2005-01-05 23:00:00+00:00,0,0,0,0,1.3,100,0.0,114.5,0.0,1.3
2005-01-06 00:00:00+00:00,0,0,0,0,0.5,100,0.0,-141.5,0.0,0.5
2005-01-06 01:00:00+00:00,0,0,0,0,-0.3,100,0.0,-168.4,0.0,-0.3
2005-01-06 02:00:00+00:00,0,0,0,0,-1.1,100,0.0,-128.0,0.0,-1.1
2005-01-06 03:00:00+00:00,0,0,0,0,-1.5,100,0.0,-107.5,0.0,-1.5
2005-01-06 04:00:00+00:00,0,0,0,0,-1.9,100,0.0,-95.3,0.0,-1.9
2005-01-06 05:00:00+00:00,0,0,0,0,-2.3,100,0.0,-86.2,0.0,-2.3
2005-01-06 06:00:00+00:00,0,0,0,0,-2.6,100,0.0,-78.0,0.0,-2.6
2005-01-06 07:00:00+00:00,0,0,0,0,-2.9,100,0.0,-69.6,0.0,-2.9
2005-01-06 08:00:00+00:00,3,3,2,0,-2.9,100,0.0,-61.2,0.0,-2.9
2005-01-06 09:00:00+00:00,139,37,371,598,-0.6,100,9.8,-51.4,0.0,-0.6
2005-01-06 10:00:00+00:00,297,47,622,792,1.9,96,18.4,-40.3,0.0,1.3
2005-01-06 11:00:00+00:00,423,51,806,877,4.2,82,25.1,-27.2,0.0,1.5
2005-01-06 12:00:00+00:00,497,55,909,907,6.1,69,29.2,-12.3,0.0,0.8
2005-01-06 13:00:00+00:00,518,56,940,922,7.4,58,30.1,3.2,0.0,-0.2
2005-01-06 14:00:00+00:00,476,53,882,907,8.2,51,27.8,18.6,0.0,-1.2
2005-01-06 15:00:00+00:00,374,50,735,846,8.3,49,22.5,33.1,0.0,-1.8
2005-01-06 16:00:00+00:00,236,45,535,737,7.6,52,15.0,45.2,0.0,-1.5
2005-01-06 17:00:00+00:00,79,29,265,496,6.1,54,5.7,55.5,0.0,-2.5
2005-01-06 18:00:00+00:00,0,0,0,0,4.5,65,0.0,65.0,0.0,-1.4
2005-01-06 19:00:00+00:00,0,0,0,0,3.7,68,0.0,73.2,0.0,-1.6
2005-01-06 20:00:00+00:00,0,0,0,0,3.0,70,0.0,81.3,0.0,-1.9
2005-01-06 21:00:00+00:00,0,0,0,0,2.2,74,0.0,89.6,0.0,-1.9
2005-01-06 22:00:00+00:00,0,0,0,0,1.5,78,0.0,100.1,0.0,-1.9
2005-01-06 23:00:00+00:00,0,0,0,0,0.7,83,0.0,114.5,0.0,-1.9
2005-01-07 00:00:00+00:00,0,0,0,0,0.1,80,0.0,-141.5,0.0,-2.9
2005-01-07 01:00:00+00:00,0,0,0,0,-0.5,83,0.0,-169.0,0.0,-3.0
2005-01-07 02:00:00+00:00,0,0,0,0,-1.1,86,0.0,-128.3,0.0,-3.1
2005-01-07 03:00:00+00:00,0,0,0,0,-1.4,86,0.0,-108.0,0.0,-3.4
2005-01-07 04:00:00+00:00,0,0,0,0,-1.7,92,0.0,-95.5,0.0,-2.8
2005-01-07 05:00:00+00:00,0,0,0,0,-2.0,94,0.0,-86.3,0.0,-2.9
2005-01-07 06:00:00+00:00,0,0,0,0,-2.2,96,0.0,-78.1,0.0,-2.8
2005-01-07 07:00:00+00:00,0,0,0,0,-2.5,100,0.0,-70.1,0.0,-2.5
2005-01-07 08:00:00+00:00,3,3,2,0,-2.4,98,0.0,-61.3,0.0,-2.7
2005-01-07 09:00:00+00:00,138,38,365,585,0.0,90,9.8,-51.5,0.0,-1.4
2005-01-07 10:00:00+00:00,296,47,619,789,2.6,76,18.4,-40.4,0.0,-1.2
2005-01-07 11:00:00+00:00,427,51,813,885,5.1,61,25.1,-27.3,0.0,-1.7
2005-01-07 12:00:00+00:00,503,54,918,917,7.1,50,29.3,-12.4,0.0,-2.6
2005-01-07 13:00:00+00:00,519,56,939,918,8.5,45,30.2,3.2,0.0,-2.7
2005-01-07 14:00:00+00:00,479,53,886,910,9.3,43,27.9,18.5,0.0,-2.6
2005-01-07 15:00:00+00:00,386,50,756,871,9.5,45,22.7,33.1,0.0,-1.9
2005-01-07 16:00:00+00:00,239,43,542,750,8.9,45,15.1,45.2,0.0,-2.5
2005-01-07 17:00:00+00:00,82,29,275,518,7.3,47,5.9,55.5,0.0,-3.2
2005-01-07 18:00:00+00:00,0,0,0,0,5.7,58,0.0,65.1,0.0,-1.8
2005-01-07 19:00:00+00:00,0,0,0,0,5.0,59,0.0,73.3,0.0,-2.3
2005-01-07 20:00:00+00:00,0,0,0,0,4.3,60,0.0,81.3,0.0,-2.7
2005-01-07 21:00:00+00:00,0,0,0,0,3.6,64,0.0,90.0,0.0,-2.5
2005-01-07 22:00:00+00:00,0,0,0,0,2.9,67,0.0,100.1,0.0,-2.7
2005-01-07 23:00:00+00:00,0,0,0,0,2.2,69,0.0,114.5,0.0,-2.9
2005-01-08 00:00:00+00:00,0,0,0,0,1.5,71,0.0,-141.4,0.0,-3.1
2005-01-08 01:00:00+00:00,0,0,0,0,0.8,73,0.0,-169.3,0.0,-3.4
2005-01-08 02:00:00+00:00,0,0,0,0,0.2,76,0.0,-128.5,0.0,-3.5
2005-01-08 03:00:00+00:00,0,0,0,0,-0.2,78,0.0,-108.2,0.0,-3.6
2005-01-08 04:00:00+00:00,0,0,0,0,-0.6,80,0.0,-96.0,0.0,-3.6
2005-01-08 05:00:00+00:00,0,0,0,0,-0.9,80,0.0,-86.4,0.0,-3.9
2005-01-08 06:00:00+00:00,0,0,0,0,-1.2,81,0.0,-78.2,0.0,-4.0
2005-01-08 07:00:00+00:00,0,0,0,0,-1.4,82,0.0,-70.2,0.0,-4.0
2005-01-08 08:00:00+00:00,3,3,2,0,-1.3,86,0.0,-61.4,0.0,-3.4
2005-01-08 09:00:00+00:00,164,93,343,410,1.0,74,9.8,-51.6,0.0,-3.0
2005-01-08 10:00:00+00:00,253,97,481,494,2.7,72,18.5,-40.5,0.0,-1.8
2005-01-08 11:00:00+00:00,310,178,478,309,3.9,69,25.2,-27.4,0.0,-1.3
2005-01-08 12:00:00+00:00,445,144,773,613,5.5,65,29.4,-12.5,0.0,-0.5
2005-01-08 13:00:00+00:00,404,208,620,389,6.3,62,30.4,3.1,0.0,-0.5
2005-01-08 14:00:00+00:00,281,221,367,128,6.3,59,28.1,18.5,0.0,-1.0
2005-01-08 15:00:00+00:00,185,173,207,31,5.8,66,22.8,33.1,0.0,0.0
2005-01-08 16:00:00+00:00,112,105,126,27,4.9,67,15.3,45.2,0.0,-0.7
2005-01-08 17:00:00+00:00,18,18,13,0,3.8,71,6.0,55.6,0.0,-1.0
2005-01-08 18:00:00+00:00,0,0,0,0,2.7,72,0.0,65.1,0.0,-1.8
2005-01-08 19:00:00+00:00,0,0,0,0,2.1,74,0.0,73.3,0.0,-2.0
2005-01-08 20:00:00+00:00,0,0,0,0,1.5,77,0.0,81.4,0.0,-2.1
2005-01-08 21:00:00+00:00,0,0,0,0,0.9,78,0.0,90.1,0.0,-2.5
2005-01-08 22:00:00+00:00,0,0,0,0,0.3,78,0.0,100.2,0.0,-3.0
2005-01-08 23:00:00+00:00,0,0,0,0,-0.3,79,0.0,114.6,0.0,-3.5
2005-01-09 00:00:00+00:00,0,0,0,0,-0.7,85,0.0,-141.4,0.0,-2.9
2005-01-09 01:00:00+00:00,0,0,0,0,-1.2,90,0.0,-169.6,0.0,-2.6
2005-01-09 02:00:00+00:00,0,0,0,0,-1.7,94,0.0,-129.2,0.0,-2.5
2005-01-09 03:00:00+00:00,0,0,0,0,-2.0,92,0.0,-108.4,0.0,-3.0
2005-01-09 04:00:00+00:00,0,0,0,0,-2.2,91,0.0,-96.1,0.0,-3.4
2005-01-09 05:00:00+00:00,0,0,0,0,-2.5,85,0.0,-86.5,0.0,-4.7
2005-01-09 06:00:00+00:00,0,0,0,0,-2.6,84,0.0,-78.3,0.0,-4.9
2005-01-09 07:00:00+00:00,0,0,0,0,-2.8,87,0.0,-70.3,0.0,-4.7
2005-01-09 08:00:00+00:00,2,2,1,0,-2.7,88,0.0,-61.5,0.0,-4.4
2005-01-09 09:00:00+00:00,112,51,268,357,-0.8,82,9.9,-52.1,0.0,-3.5
2005-01-09 10:00:00+00:00,264,70,536,611,1.5,70,18.5,-40.6,0.0,-3.2
2005-01-09 11:00:00+00:00,348,155,589,452,3.5,68,25.3,-27.5,0.0,-1.8
2005-01-09 12:00:00+00:00,330,234,448,196,4.5,69,29.5,-12.6,0.0,-0.6
2005-01-09 13:00:00+00:00,402,194,647,410,5.6,62,30.5,3.0,0.0,-1.0
2005-01-09 14:00:00+00:00,343,207,512,288,6.1,59,28.2,18.5,0.0,-1.3
2005-01-09 15:00:00+00:00,374,131,672,624,6.6,54,23.0,33.0,0.0,-2.1
2005-01-09 16:00:00+00:00,184,107,318,290,6.0,55,15.4,45.2,0.0,-2.4
2005-01-09 17:00:00+00:00,40,38,46,19,4.7,60,6.2,55.6,0.0,-2.5
2005-01-09 18:00:00+00:00,0,0,0,0,3.4,62,0.0,65.1,0.0,-3.1
2005-01-09 19:00:00+00:00,0,0,0,0,2.8,67,0.0,73.3,0.0,-2.8
2005-01-09 20:00:00+00:00,0,0,0,0,2.1,67,0.0,81.4,0.0,-3.3
2005-01-09 21:00:00+00:00,0,0,0,0,1.5,71,0.0,90.1,0.0,-3.2
2005-01-09 22:00:00+00:00,0,0,0,0,0.9,75,0.0,100.3,0.0,-3.1
2005-01-09 23:00:00+00:00,0,0,0,0,0.3,77,0.0,115.0,0.0,-3.3
2005-01-10 00:00:00+00:00,0,0,0,0,-0.3,76,0.0,-141.4,0.0,-4.0
2005-01-10 01:00:00+00:00,0,0,0,0,-0.9,76,0.0,-170.2,0.0,-4.6
2005-01-10 02:00:00+00:00,0,0,0,0,-1.6,76,0.0,-129.5,0.0,-5.1
2005-01-10 03:00:00+00:00,0,0,0,0,-1.9,81,0.0,-108.6,0.0,-4.6
2005-01-10 04:00:00+00:00,0,0,0,0,-2.2,84,0.0,-96.3,0.0,-4.6
2005-01-10 05:00:00+00:00,0,0,0,0,-2.5,86,0.0,-87.0,0.0,-4.5
2005-01-10 06:00:00+00:00,0,0,0,0,-2.7,89,0.0,-78.5,0.0,-4.3
2005-01-10 07:00:00+00:00,0,0,0,0,-3.0,92,0.0,-70.4,0.0,-4.0
2005-01-10 08:00:00+00:00,3,3,2,0,-2.9,93,0.0,-61.6,0.0,-3.8
2005-01-10 09:00:00+00:00,127,45,319,473,-0.7,88,9.9,-52.2,0.0,-2.5
2005-01-10 10:00:00+00:00,267,71,540,614,1.6,78,18.6,-41.1,0.0,-1.9
2005-01-10 11:00:00+00:00,392,82,728,722,3.8,63,25.4,-28.0,0.0,-2.5
2005-01-10 12:00:00+00:00,450,112,799,684,5.5,59,29.6,-13.0,0.0,-1.9
2005-01-10 13:00:00+00:00,445,139,770,601,6.7,53,30.7,2.6,0.0,-2.2
2005-01-10 14:00:00+00:00,422,128,743,617,7.3,52,28.4,18.4,0.0,-1.8
2005-01-10 15:00:00+00:00,342,100,639,616,7.5,50,23.2,33.0,0.0,-2.2
2005-01-10 16:00:00+00:00,219,59,472,595,6.9,53,15.6,45.2,0.0,-2.1
2005-01-10 17:00:00+00:00,75,35,223,363,5.6,58,6.4,55.6,0.0,-2.1
2005-01-10 18:00:00+00:00,0,0,0,0,4.1,62,0.0,65.1,0.0,-2.4
2005-01-10 19:00:00+00:00,0,0,0,0,3.4,71,0.0,73.4,0.0,-1.3
2005-01-10 20:00:00+00:00,0,0,0,0,2.6,73,0.0,81.4,0.0,-1.8
2005-01-10 21:00:00+00:00,0,0,0,0,1.9,77,0.0,90.2,0.0,-1.8
2005-01-10 22:00:00+00:00,0,0,0,0,1.1,74,0.0,100.3,0.0,-2.9
2005-01-10 23:00:00+00:00,0,0,0,0,0.4,82,0.0,115.1,0.0,-2.3
2005-01-11 00:00:00+00:00,0,0,0,0,-0.3,82,0.0,-141.4,0.0,-2.9
2005-01-11 01:00:00+00:00,0,0,0,0,-1.0,86,0.0,-170.5,0.0,-2.9
2005-01-11 02:00:00+00:00,0,0,0,0,-1.6,85,0.0,-130.1,0.0,-3.7
2005-01-11 03:00:00+00:00,0,0,0,0,-2.0,88,0.0,-109.2,0.0,-3.8
2005-01-11 04:00:00+00:00,0,0,0,0,-2.3,90,0.0,-96.4,0.0,-3.8
2005-01-11 05:00:00+00:00,0,0,0,0,-2.7,89,0.0,-87.2,0.0,-4.1
2005-01-11 06:00:00+00:00,0,0,0,0,-2.9,90,0.0,-78.6,0.0,-4.2
2005-01-11 07:00:00+00:00,0,0,0,0,-3.1,93,0.0,-70.5,0.0,-4.1
2005-01-11 08:00:00+00:00,3,3,2,0,-3.0,98,0.0,-62.1,0.0,-3.3
2005-01-11 09:00:00+00:00,144,36,380,625,-0.6,85,9.9,-52.3,0.0,-2.7
2005-01-11 10:00:00+00:00,309,47,637,817,2.2,80,18.7,-41.2,0.0,-1.0
2005-01-11 11:00:00+00:00,441,52,828,904,4.7,61,25.5,-28.1,0.0,-2.0
2005-01-11 12:00:00+00:00,522,55,943,942,6.8,51,29.7,-13.1,0.0,-2.7
2005-01-11 13:00:00+00:00,540,56,967,946,8.3,44,30.8,2.5,0.0,-3.1
2005-01-11 14:00:00+00:00,498,53,909,930,9.1,41,28.6,18.4,0.0,-3.3
2005-01-11 15:00:00+00:00,399,51,769,880,9.3,41,23.3,33.0,0.0,-3.3
2005-01-11 16:00:00+00:00,254,45,555,770,8.6,39,15.8,45.3,0.0,-4.6
2005-01-11 17:00:00+00:00,90,31,282,523,7.1,41,6.5,56.0,0.0,-5.3
2005-01-11 18:00:00+00:00,0,0,0,0,5.4,46,0.0,65.2,0.0,-5.2
2005-01-11 19:00:00+00:00,0,0,0,0,4.4,55,0.0,73.4,0.0,-3.9
2005-01-11 20:00:00+00:00,0,0,0,0,3.4,59,0.0,81.5,0.0,-3.9
2005-01-11 21:00:00+00:00,0,0,0,0,2.4,64,0.0,90.2,0.0,-3.7
2005-01-11 22:00:00+00:00,0,0,0,0,1.4,66,0.0,100.4,0.0,-4.3
2005-01-11 23:00:00+00:00,0,0,0,0,0.4,73,0.0,115.2,0.0,-3.9
2005-01-12 00:00:00+00:00,0,0,0,0,-0.6,72,0.0,-141.4,0.0,-5.0
2005-01-12 01:00:00+00:00,0,0,0,0,-1.8,72,0.0,-171.1,0.0,-6.0
2005-01-12 02:00:00+00:00,0,0,0,0,-2.9,75,0.0,-130.4,0.0,-6.6
2005-01-12 03:00:00+00:00,0,0,0,0,-3.6,76,0.0,-109.4,0.0,-7.2
2005-01-12 04:00:00+00:00,0,0,0,0,-4.2,77,0.0,-97.0,0.0,-7.6
2005-01-12 05:00:00+00:00,0,0,0,0,-4.9,81,0.0,-87.3,0.0,-7.7
2005-01-12 06:00:00+00:00,0,0,0,0,-5.4,81,0.0,-79.1,0.0,-8.1
2005-01-12 07:00:00+00:00,0,0,0,0,-5.9,83,0.0,-70.6,0.0,-8.3
2005-01-12 08:00:00+00:00,3,3,2,0,-6.0,87,0.0,-62.2,0.0,-7.8
2005-01-12 09:00:00+00:00,150,37,393,650,-4.3,80,10.0,-52.4,0.0,-7.1
2005-01-12 10:00:00+00:00,318,51,652,832,-2.3,73,18.7,-41.3,0.0,-6.5
2005-01-12 11:00:00+00:00,456,57,852,923,-0.5,63,25.6,-28.2,0.0,-6.6
2005-01-12 12:00:00+00:00,542,62,973,963,0.9,53,29.9,-13.2,0.0,-7.5
2005-01-12 13:00:00+00:00,561,62,999,969,1.9,52,31.0,2.5,0.0,-6.8
2005-01-12 14:00:00+00:00,516,58,936,952,2.4,51,28.7,18.4,0.0,-6.7
2005-01-12 15:00:00+00:00,412,54,790,897,2.4,51,23.5,33.0,0.0,-6.8
2005-01-12 16:00:00+00:00,261,46,566,783,1.6,50,16.0,45.3,0.0,-7.7
2005-01-12 17:00:00+00:00,95,31,293,547,0.3,57,6.7,56.0,0.0,-7.2
2005-01-12 18:00:00+00:00,0,0,0,0,-1.3,68,0.0,65.2,0.0,-6.4
2005-01-12 19:00:00+00:00,0,0,0,0,-2.2,72,0.0,73.5,0.0,-6.5
2005-01-12 20:00:00+00:00,0,0,0,0,-3.1,76,0.0,81.6,0.0,-6.7
2005-01-12 21:00:00+00:00,0,0,0,0,-4.0,81,0.0,90.3,0.0,-6.8
