time,G_Gh,G_Dh,G_Gk,G_Bn,Tamb_C,HR_pct, hs, Az,precip_mm, Td
2005-01-08 11:00:00+00:00,596,79,916,879,15.7,49,36.0,-10.5,0.0,5.0
2005-01-08 12:00:00+00:00,609,76,935,896,16.9,47,36.5,6.2,0.0,5.6
2005-01-08 13:00:00+00:00,555,68,869,889,17.4,45,33.2,22.5,0.0,5.4
2005-01-08 14:00:00+00:00,439,59,722,845,17.4,43,26.8,37.0,0.0,4.9
2005-01-08 15:00:00+00:00,276,54,506,718,16.8,49,18.0,48.4,0.0,6.1
2005-01-08 16:00:00+00:00,100,43,233,427,15.3,53,7.7,58.1,0.0,5.7
2005-01-08 17:00:00+00:00,0,0,0,0,13.7,58,0.0,66.1,0.0,5.7
2005-01-08 18:00:00+00:00,0,0,0,0,12.9,64,0.0,73.0,0.0,6.2
2005-01-08 19:00:00+00:00,0,0,0,0,12.1,66,0.0,79.3,0.0,6.0
2005-01-08 20:00:00+00:00,0,0,0,0,11.3,69,0.0,86.1,0.0,5.9
2005-01-08 21:00:00+00:00,0,0,0,0,10.5,71,0.0,93.6,0.0,5.5
2005-01-08 22:00:00+00:00,0,0,0,0,9.7,72,0.0,105.3,0.0,5.0
2005-01-08 23:00:00+00:00,0,0,0,0,9.0,74,0.0,133.1,0.0,4.5
2005-01-09 00:00:00+00:00,0,0,0,0,8.3,79,0.0,-149.3,0.0,5.0
2005-01-09 01:00:00+00:00,0,0,0,0,7.6,85,0.0,-110.3,0.0,5.3
2005-01-09 02:00:00+00:00,0,0,0,0,6.9,90,0.0,-96.4,0.0,5.4
2005-01-09 03:00:00+00:00,0,0,0,0,6.6,89,0.0,-88.2,0.0,4.9
2005-01-09 04:00:00+00:00,0,0,0,0,6.2,88,0.0,-81.3,0.0,4.5
2005-01-09 05:00:00+00:00,0,0,0,0,6.0,84,0.0,-74.6,0.0,3.5
2005-01-09 06:00:00+00:00,0,0,0,0,5.8,85,0.0,-68.1,0.0,3.5
2005-01-09 07:00:00+00:00,19,19,16,0,6.3,85,4.8,-60.3,0.0,4.0
2005-01-09 08:00:00+00:00,207,107,345,378,8.9,77,15.4,-51.3,0.0,5.1
2005-01-09 09:00:00+00:00,372,90,615,674,11.3,70,24.7,-40.3,0.0,6.0
2005-01-09 10:00:00+00:00,508,91,800,790,13.4,54,31.9,-26.6,0.0,4.4
2005-01-09 11:00:00+00:00,574,108,880,791,15.1,52,36.1,-10.6,0.0,5.4
2005-01-09 12:00:00+00:00,576,120,881,765,16.2,52,36.6,6.2,0.0,6.5
2005-01-09 13:00:00+00:00,513,127,791,701,16.7,48,33.4,22.5,0.0,5.7
2005-01-09 14:00:00+00:00,386,135,598,555,16.6,47,26.9,37.0,0.0,5.3
2005-01-09 15:00:00+00:00,229,99,379,418,15.7,47,18.2,48.4,0.0,4.4
2005-01-09 16:00:00+00:00,78,51,154,202,14.3,50,7.8,58.1,0.0,4.1
2005-01-09 17:00:00+00:00,0,0,0,0,12.7,56,0.0,66.1,0.0,4.3
2005-01-09 18:00:00+00:00,0,0,0,0,12.0,62,0.0,73.1,0.0,4.9
2005-01-09 19:00:00+00:00,0,0,0,0,11.4,66,0.0,79.4,0.0,5.2
2005-01-09 20:00:00+00:00,0,0,0,0,10.7,66,0.0,86.2,0.0,4.7
2005-01-09 21:00:00+00:00,0,0,0,0,10.0,70,0.0,94.1,0.0,4.7
2005-01-09 22:00:00+00:00,0,0,0,0,9.3,74,0.0,105.4,0.0,4.8
2005-01-09 23:00:00+00:00,0,0,0,0,8.6,76,0.0,133.2,0.0,4.6
2005-01-10 00:00:00+00:00,0,0,0,0,8.0,75,0.0,-150.2,0.0,3.9
2005-01-10 01:00:00+00:00,0,0,0,0,7.4,75,0.0,-111.0,0.0,3.2
2005-01-10 02:00:00+00:00,0,0,0,0,6.7,75,0.0,-97.0,0.0,2.7
2005-01-10 03:00:00+00:00,0,0,0,0,6.4,80,0.0,-88.3,0.0,3.2
2005-01-10 04:00:00+00:00,0,0,0,0,6.1,82,0.0,-81.4,0.0,3.3
2005-01-10 05:00:00+00:00,0,0,0,0,5.8,84,0.0,-75.1,0.0,3.3
2005-01-10 06:00:00+00:00,0,0,0,0,5.6,89,0.0,-68.2,0.0,3.9
2005-01-10 07:00:00+00:00,22,22,19,0,6.2,91,4.8,-60.4,0.0,4.8
2005-01-10 08:00:00+00:00,216,103,364,421,9.0,82,15.5,-51.4,0.0,6.0
2005-01-10 09:00:00+00:00,380,82,631,712,11.5,76,24.8,-40.4,0.0,7.5
2005-01-10 10:00:00+00:00,522,87,821,822,13.7,59,32.0,-27.1,0.0,6.0
2005-01-10 11:00:00+00:00,588,94,904,836,15.5,54,36.2,-11.1,0.0,6.3
2005-01-10 12:00:00+00:00,582,115,885,780,16.6,53,36.8,6.1,0.0,7.0
2005-01-10 13:00:00+00:00,538,100,835,793,17.2,50,33.5,22.4,0.0,6.8
2005-01-10 14:00:00+00:00,442,71,724,814,17.1,52,27.1,37.0,0.0,7.3
2005-01-10 15:00:00+00:00,270,62,487,660,16.5,54,18.3,48.4,0.0,7.0
2005-01-10 16:00:00+00:00,100,39,234,437,15.0,60,8.0,58.2,0.0,7.2
2005-01-10 17:00:00+00:00,0,0,0,0,13.3,67,0.0,66.1,0.0,7.3
2005-01-10 18:00:00+00:00,0,0,0,0,12.8,73,0.0,73.1,0.0,8.1
2005-01-10 19:00:00+00:00,0,0,0,0,12.2,77,0.0,79.5,0.0,8.3
2005-01-10 20:00:00+00:00,0,0,0,0,11.7,78,0.0,86.3,0.0,8.0
2005-01-10 21:00:00+00:00,0,0,0,0,11.1,82,0.0,94.2,0.0,8.1
2005-01-10 22:00:00+00:00,0,0,0,0,10.6,79,0.0,105.6,0.0,7.2
2005-01-10 23:00:00+00:00,0,0,0,0,10.1,87,0.0,133.2,0.0,7.9
2005-01-11 00:00:00+00:00,0,0,0,0,9.7,83,0.0,-151.1,0.0,6.9
2005-01-11 01:00:00+00:00,0,0,0,0,9.2,86,0.0,-111.3,0.0,7.1
2005-01-11 02:00:00+00:00,0,0,0,0,8.8,85,0.0,-97.2,0.0,6.5
2005-01-11 03:00:00+00:00,0,0,0,0,8.6,87,0.0,-88.5,0.0,6.6
2005-01-11 04:00:00+00:00,0,0,0,0,8.4,89,0.0,-81.5,0.0,6.7
2005-01-11 05:00:00+00:00,0,0,0,0,8.3,94,0.0,-75.2,0.0,7.4
2005-01-11 06:00:00+00:00,0,0,0,0,8.2,93,0.0,-68.3,0.0,7.2
2005-01-11 07:00:00+00:00,18,18,15,0,8.7,91,4.8,-60.5,0.0,7.4
2005-01-11 08:00:00+00:00,155,107,228,180,10.8,88,15.5,-51.5,0.0,8.8
2005-01-11 09:00:00+00:00,243,192,303,121,12.4,75,24.8,-40.5,0.0,8.0
2005-01-11 10:00:00+00:00,259,238,284,39,13.1,84,32.1,-27.2,0.8,10.5
2005-01-11 11:00:00+00:00,346,283,399,106,14.4,68,36.3,-11.2,0.1,8.5
2005-01-11 12:00:00+00:00,388,293,477,158,15.3,61,36.9,6.0,0.0,7.8
2005-01-11 13:00:00+00:00,409,242,551,302,16.1,57,33.7,22.4,0.0,7.5
2005-01-11 14:00:00+00:00,342,193,478,326,16.4,55,27.3,37.0,0.0,7.4
2005-01-11 15:00:00+00:00,272,103,454,533,16.4,55,18.5,48.5,0.0,7.3
2005-01-11 16:00:00+00:00,100,40,230,423,15.5,53,8.1,58.2,0.0,6.1
2005-01-11 17:00:00+00:00,1,1,1,0,14.3,55,0.0,66.2,0.0,5.4
2005-01-11 18:00:00+00:00,0,0,0,0,13.5,61,0.0,73.2,0.0,6.2
2005-01-11 19:00:00+00:00,0,0,0,0,12.8,63,0.0,79.5,0.0,6.0
2005-01-11 20:00:00+00:00,0,0,0,0,12.0,67,0.0,86.3,0.0,6.1
2005-01-11 21:00:00+00:00,0,0,0,0,11.3,71,0.0,94.3,0.0,6.2
2005-01-11 22:00:00+00:00,0,0,0,0,10.6,72,0.0,106.1,0.0,5.7
2005-01-11 23:00:00+00:00,0,0,0,0,9.8,78,0.0,133.3,0.0,6.1
2005-01-12 00:00:00+00:00,0,0,0,0,9.1,82,0.0,-152.0,0.0,6.2
2005-01-12 01:00:00+00:00,0,0,0,0,8.3,81,0.0,-112.1,0.0,5.3
2005-01-12 02:00:00+00:00,0,0,0,0,7.5,83,0.0,-97.4,0.0,4.8
2005-01-12 03:00:00+00:00,0,0,0,0,7.1,82,0.0,-89.0,0.0,4.3
2005-01-12 04:00:00+00:00,0,0,0,0,6.7,82,0.0,-82.0,0.0,3.9
2005-01-12 05:00:00+00:00,0,0,0,0,6.4,80,0.0,-75.3,0.0,3.2
2005-01-12 06:00:00+00:00,0,0,0,0,6.0,82,0.0,-68.4,0.0,3.2
2005-01-12 07:00:00+00:00,5,5,3,0,6.1,87,4.8,-61.0,0.2,4.1
2005-01-12 08:00:00+00:00,19,19,16,0,5.5,95,15.5,-52.0,3.6,4.8
2005-01-12 09:00:00+00:00,77,77,70,0,6.6,89,24.9,-41.0,0.5,4.9
2005-01-12 10:00:00+00:00,192,188,186,7,7.5,86,32.2,-27.3,0.4,5.4
2005-01-12 11:00:00+00:00,308,282,340,43,8.7,85,36.5,-11.2,0.3,6.2
2005-01-12 12:00:00+00:00,329,280,373,81,9.5,84,37.1,5.6,0.1,7.0
2005-01-12 13:00:00+00:00,271,256,278,27,9.6,88,33.9,22.4,1.5,7.7
2005-01-12 14:00:00+00:00,260,220,302,87,9.9,84,27.5,37.0,1.0,7.4
2005-01-12 15:00:00+00:00,187,147,242,123,10.0,84,18.7,48.5,0.0,7.5
2005-01-12 16:00:00+00:00,78,52,138,178,9.5,74,8.3,58.2,0.0,5.2
2005-01-12 17:00:00+00:00,0,0,0,0,8.8,80,0.0,66.2,0.1,5.5
2005-01-12 18:00:00+00:00,0,0,0,0,8.5,83,0.0,73.3,0.0,5.7
2005-01-12 19:00:00+00:00,0,0,0,0,8.2,85,0.0,79.6,0.0,5.8
2005-01-12 20:00:00+00:00,0,0,0,0,7.9,87,0.0,86.4,0.0,5.9
2005-01-12 21:00:00+00:00,0,0,0,0,7.6,90,0.0,94.4,0.0,6.0
2005-01-12 22:00:00+00:00,0,0,0,0,7.2,95,0.0,106.2,0.7,6.4
2005-01-12 23:00:00+00:00,0,0,0,0,7.0,97,0.0,133.4,0.1,6.6
2005-01-13 00:00:00+00:00,0,0,0,0,6.8,97,0.0,-152.5,1.1,6.4
2005-01-13 01:00:00+00:00,0,0,0,0,7.0,93,0.0,-112.4,0.5,5.9
2005-01-13 02:00:00+00:00,0,0,0,0,7.1,92,0.0,-98.0,0.2,5.9
2005-01-13 03:00:00+00:00,0,0,0,0,7.0,93,0.0,-89.2,0.9,5.9
