Borg El Arab
 30,915        29,5456       10            2            Azimut = 0    Elevación = 31

 y	 m	 dm	 h	G_Gh	G_Dh	G_Gk	G_Bn	 Ta	 RH	 hs	 Az	RR	 Td
 2005	 1	 4	 24	0	0	0	0	10.3	90	 0.0	133.1	0.0	8.7
 2005	 1	 5	 1	0	0	0	0	9.7	91	 0.0	-146.1	0.0	8.3
 2005	 1	 5	 2	0	0	0	0	9.2	94	 0.0	-108.5	0.0	8.3
 2005	 1	 5	 3	0	0	0	0	8.6	97	 0.0	-95.4	0.0	8.2
 2005	 1	 5	 4	0	0	0	0	8.3	96	 0.0	-87.3	0.0	7.7
 2005	 1	 5	 5	0	0	0	0	8.0	97	 0.0	-80.4	0.0	7.6
 2005	 1	 5	 6	0	0	0	0	7.8	100	 0.0	-74.2	0.0	7.8
 2005	 1	 5	 7	0	0	0	0	7.6	99	 0.0	-67.3	0.0	7.5
 2005	 1	 5	 8	21	21	19	0	8.2	100	4.8	-59.5	0.0	8.2
 2005	 1	 5	 9	193	102	321	340	10.6	91	15.4	-50.5	0.0	9.3
 2005	 1	 5	 10	343	119	545	538	12.9	82	24.6	-39.5	0.0	9.8
 2005	 1	 5	 11	466	133	724	636	14.9	71	31.6	-26.2	0.0	9.7
 2005	 1	 5	 12	541	149	822	672	16.5	66	35.7	-10.2	0.0	10.2
 2005	 1	 5	 13	536	152	812	652	17.4	63	36.1	6.4	0.0	10.3
 2005	 1	 5	 14	525	121	818	745	18.0	61	32.8	23.0	0.0	10.4
 2005	 1	 5	 15	397	99	647	671	18.0	63	26.3	37.0	0.0	10.8
 2005	 1	 5	 16	249	79	446	567	17.4	64	17.5	48.4	0.0	10.6
 2005	 1	 5	 17	75	40	170	285	16.2	68	7.2	58.0	0.0	10.3
 2005	 1	 5	 18	0	0	0	0	14.7	74	 0.0	65.6	0.0	10.1
 2005	 1	 5	 19	0	0	0	0	14.0	81	 0.0	72.5	0.0	10.9
 2005	 1	 5	 20	0	0	0	0	13.4	83	 0.0	79.2	0.0	10.6
 2005	 1	 5	 21	0	0	0	0	12.7	88	 0.0	85.6	0.0	10.8
 2005	 1	 5	 22	0	0	0	0	12.1	92	 0.0	93.4	0.0	10.7
 2005	 1	 5	 23	0	0	0	0	11.4	96	 0.0	105.0	0.0	10.8
 2005	 1	 5	 24	0	0	0	0	10.8	100	 0.0	133.0	0.0	10.8
 2005	 1	 6	 1	0	0	0	0	10.2	100	 0.0	-146.6	0.0	10.2
 2005	 1	 6	 2	0	0	0	0	9.6	100	 0.0	-109.1	0.0	9.6
 2005	 1	 6	 3	0	0	0	0	8.9	100	 0.0	-95.5	0.0	8.9
 2005	 1	 6	 4	0	0	0	0	8.6	100	 0.0	-87.4	0.0	8.6
 2005	 1	 6	 5	0	0	0	0	8.3	100	 0.0	-80.5	0.0	8.3
 2005	 1	 6	 6	0	0	0	0	8.1	100	 0.0	-74.3	0.0	8.1
 2005	 1	 6	 7	0	0	0	0	7.9	100	 0.0	-67.4	0.0	7.9
 2005	 1	 6	 8	19	19	16	0	8.4	100	4.8	-60.0	0.0	8.4
 2005	 1	 6	 9	130	109	159	77	10.0	100	15.4	-51.0	0.0	10.0
 2005	 1	 6	 10	272	203	350	165	11.9	95	24.6	-39.6	0.0	11.1
 2005	 1	 6	 11	386	217	531	322	13.6	86	31.7	-26.3	0.0	11.4
 2005	 1	 6	 12	449	244	611	350	15.0	83	35.8	-10.3	0.0	12.2
 2005	 1	 6	 13	416	273	532	242	15.8	75	36.2	6.4	0.0	11.4
 2005	 1	 6	 14	499	176	744	594	16.7	66	32.9	22.6	0.0	10.3
 2005	 1	 6	 15	442	89	724	792	17.1	60	26.5	37.0	0.0	9.4
 2005	 1	 6	 16	270	71	490	654	16.8	59	17.7	48.4	0.0	8.8
 2005	 1	 6	 17	94	45	217	387	15.7	64	7.4	58.1	0.0	9.0
 2005	 1	 6	 18	0	0	0	0	14.3	66	 0.0	66.0	0.0	8.0
 2005	 1	 6	 19	0	0	0	0	13.7	72	 0.0	72.6	0.0	8.7
 2005	 1	 6	 20	0	0	0	0	13.1	74	 0.0	79.2	0.0	8.5
 2005	 1	 6	 21	0	0	0	0	12.4	76	 0.0	86.0	0.0	8.2
 2005	 1	 6	 22	0	0	0	0	11.8	78	 0.0	93.4	0.0	8.2
 2005	 1	 6	 23	0	0	0	0	11.2	82	 0.0	105.1	0.0	8.2
 2005	 1	 6	 24	0	0	0	0	10.6	86	 0.0	133.0	0.0	8.3
 2005	 1	 7	 1	0	0	0	0	10.0	84	 0.0	-147.5	0.0	7.4
 2005	 1	 7	 2	0	0	0	0	9.5	86	 0.0	-109.4	0.0	7.2
 2005	 1	 7	 3	0	0	0	0	8.9	88	 0.0	-96.1	0.0	7.1
 2005	 1	 7	 4	0	0	0	0	8.7	88	 0.0	-87.5	0.0	6.8
 2005	 1	 7	 5	0	0	0	0	8.4	93	 0.0	-81.0	0.0	7.4
 2005	 1	 7	 6	0	0	0	0	8.2	96	 0.0	-74.4	0.0	7.6
 2005	 1	 7	 7	0	0	0	0	8.0	98	 0.0	-67.5	0.0	7.8
 2005	 1	 7	 8	24	24	22	0	8.7	98	4.8	-60.1	0.0	8.4
 2005	 1	 7	 9	200	99	338	380	11.2	87	15.4	-51.1	0.0	9.0
 2005	 1	 7	 10	337	127	529	504	13.3	75	24.6	-40.1	0.0	8.9
 2005	 1	 7	 11	474	138	731	638	15.3	65	31.7	-26.4	0.0	8.8
 2005	 1	 7	 12	507	216	731	497	16.7	56	35.9	-10.4	0.0	7.9
 2005	 1	 7	 13	424	284	540	237	17.2	50	36.3	6.3	0.0	6.8
 2005	 1	 7	 14	384	284	483	184	17.2	50	33.1	22.5	0.0	6.6
 2005	 1	 7	 15	355	158	535	439	17.3	49	26.6	37.0	0.0	6.6
 2005	 1	 7	 16	214	113	331	328	16.8	53	17.8	48.4	0.0	7.1
 2005	 1	 7	 17	49	46	57	20	15.5	55	7.5	58.1	0.0	6.4
 2005	 1	 7	 18	0	0	0	0	14.2	56	 0.0	66.0	0.0	5.6
 2005	 1	 7	 19	0	0	0	0	13.4	62	 0.0	73.0	0.0	6.4
 2005	 1	 7	 20	0	0	0	0	12.6	63	 0.0	79.3	0.0	5.8
 2005	 1	 7	 21	0	0	0	0	11.9	64	 0.0	86.1	0.0	5.2
 2005	 1	 7	 22	0	0	0	0	11.1	67	 0.0	93.5	0.0	5.2
 2005	 1	 7	 23	0	0	0	0	10.3	69	 0.0	105.2	0.0	4.9
 2005	 1	 7	 24	0	0	0	0	9.5	71	 0.0	133.1	0.0	4.6
 2005	 1	 8	 1	0	0	0	0	8.8	74	 0.0	-148.4	0.0	4.4
 2005	 1	 8	 2	0	0	0	0	8.1	75	 0.0	-110.1	0.0	4.0
 2005	 1	 8	 3	0	0	0	0	7.3	78	 0.0	-96.3	0.0	3.7
 2005	 1	 8	 4	0	0	0	0	6.9	79	 0.0	-88.0	0.0	3.5
 2005	 1	 8	 5	0	0	0	0	6.5	80	 0.0	-81.2	0.0	3.4
 2005	 1	 8	 6	0	0	0	0	6.3	80	 0.0	-74.5	0.0	3.1
 2005	 1	 8	 7	0	0	0	0	6.0	81	 0.0	-67.6	0.0	3.0
 2005	 1	 8	 8	21	21	18	0	6.6	80	4.8	-60.2	0.0	3.3
 2005	 1	 8	 9	214	104	361	415	9.3	74	15.4	-51.2	0.0	4.8
 2005	 1	 8	 10	393	67	660	779	11.8	63	24.7	-40.2	0.0	5.1
 2005	 1	 8	 11	524	71	827	860	14.0	54	31.8	-26.5	0.0	4.8
 2005	 1	 8	 12	596	79	916	879	15.7	49	36.0	-10.5	0.0	5.0
 2005	 1	 8	 13	609	76	935	896	16.9	47	36.5	6.2	0.0	5.6
 2005	 1	 8	 14	555	68	869	889	17.4	45	33.2	22.5	0.0	5.4
 2005	 1	 8	 15	439	59	722	845	17.4	43	26.8	37.0	0.0	4.9
 2005	 1	 8	 16	276	54	506	718	16.8	49	18.0	48.4	0.0	6.1
 2005	 1	 8	 17	100	43	233	427	15.3	53	7.7	58.1	0.0	5.7
 2005	 1	 8	 18	0	0	0	0	13.7	58	 0.0	66.1	0.0	5.7
 2005	 1	 8	 19	0	0	0	0	12.9	64	 0.0	73.0	0.0	6.2
 2005	 1	 8	 20	0	0	0	0	12.1	66	 0.0	79.3	0.0	6.0
 2005	 1	 8	 21	0	0	0	0	11.3	69	 0.0	86.1	0.0	5.9
 2005	 1	 8	 22	0	0	0	0	10.5	71	 0.0	93.6	0.0	5.5
 2005	 1	 8	 23	0	0	0	0	9.7	72	 0.0	105.3	0.0	5.0
 2005	 1	 8	 24	0	0	0	0	9.0	74	 0.0	133.1	0.0	4.5
 2005	 1	 9	 1	0	0	0	0	8.3	79	 0.0	-149.3	0.0	5.0
 2005	 1	 9	 2	0	0	0	0	7.6	85	 0.0	-110.3	0.0	5.3
 2005	 1	 9	 3	0	0	0	0	6.9	90	 0.0	-96.4	0.0	5.4
 2005	 1	 9	 4	0	0	0	0	6.6	89	 0.0	-88.2	0.0	4.9
 2005	 1	 9	 5	0	0	0	0	6.2	88	 0.0	-81.3	0.0	4.5
 2005	 1	 9	 6	0	0	0	0	6.0	84	 0.0	-74.6	0.0	3.5
 2005	 1	 9	 7	0	0	0	0	5.8	85	 0.0	-68.1	0.0	3.5
 2005	 1	 9	 8	19	19	16	0	6.3	85	4.8	-60.3	0.0	4.0
 2005	 1	 9	 9	207	107	345	378	8.9	77	15.4	-51.3	0.0	5.1
 2005	 1	 9	 10	372	90	615	674	11.3	70	24.7	-40.3	0.0	6.0
 2005	 1	 9	 11	508	91	800	790	13.4	54	31.9	-26.6	0.0	4.4
 2005	 1	 9	 12	574	108	880	791	15.1	52	36.1	-10.6	0.0	5.4
 2005	 1	 9	 13	576	120	881	765	16.2	52	36.6	6.2	0.0	6.5
 2005	 1	 9	 14	513	127	791	701	16.7	48	33.4	22.5	0.0	5.7
 2005	 1	 9	 15	386	135	598	555	16.6	47	26.9	37.0	0.0	5.3
 2005	 1	 9	 16	229	99	379	418	15.7	47	18.2	48.4	0.0	4.4
 2005	 1	 9	 17	78	51	154	202	14.3	50	7.8	58.1	0.0	4.1
 2005	 1	 9	 18	0	0	0	0	12.7	56	 0.0	66.1	0.0	4.3
 2005	 1	 9	 19	0	0	0	0	12.0	62	 0.0	73.1	0.0	4.9
 2005	 1	 9	 20	0	0	0	0	11.4	66	 0.0	79.4	0.0	5.2
 2005	 1	 9	 21	0	0	0	0	10.7	66	 0.0	86.2	0.0	4.7
 2005	 1	 9	 22	0	0	0	0	10.0	70	 0.0	94.1	0.0	4.7
 2005	 1	 9	 23	0	0	0	0	9.3	74	 0.0	105.4	0.0	4.8
 2005	 1	 9	 24	0	0	0	0	8.6	76	 0.0	133.2	0.0	4.6
 2005	 1	 10	 1	0	0	0	0	8.0	75	 0.0	-150.2	0.0	3.9
 2005	 1	 10	 2	0	0	0	0	7.4	75	 0.0	-111.0	0.0	3.2
 2005	 1	 10	 3	0	0	0	0	6.7	75	 0.0	-97.0	0.0	2.7
 2005	 1	 10	 4	0	0	0	0	6.4	80	 0.0	-88.3	0.0	3.2
 2005	 1	 10	 5	0	0	0	0	6.1	82	 0.0	-81.4	0.0	3.3
 2005	 1	 10	 6	0	0	0	0	5.8	84	 0.0	-75.1	0.0	3.3
 2005	 1	 10	 7	0	0	0	0	5.6	89	 0.0	-68.2	0.0	3.9
 2005	 1	 10	 8	22	22	19	0	6.2	91	4.8	-60.4	0.0	4.8
 2005	 1	 10	 9	216	103	364	421	9.0	82	15.5	-51.4	0.0	6.0
 2005	 1	 10	 10	380	82	631	712	11.5	76	24.8	-40.4	0.0	7.5
 2005	 1	 10	 11	522	87	821	822	13.7	59	32.0	-27.1	0.0	6.0
 2005	 1	 10	 12	588	94	904	836	15.5	54	36.2	-11.1	0.0	6.3
 2005	 1	 10	 13	582	115	885	780	16.6	53	36.8	6.1	0.0	7.0
 2005	 1	 10	 14	538	100	835	793	17.2	50	33.5	22.4	0.0	6.8
 2005	 1	 10	 15	442	71	724	814	17.1	52	27.1	37.0	0.0	7.3
 2005	 1	 10	 16	270	62	487	660	16.5	54	18.3	48.4	0.0	7.0
 2005	 1	 10	 17	100	39	234	437	15.0	60	8.0	58.2	0.0	7.2
 2005	 1	 10	 18	0	0	0	0	13.3	67	 0.0	66.1	0.0	7.3
 2005	 1	 10	 19	0	0	0	0	12.8	73	 0.0	73.1	0.0	8.1
 2005	 1	 10	 20	0	0	0	0	12.2	77	 0.0	79.5	0.0	8.3
 2005	 1	 10	 21	0	0	0	0	11.7	78	 0.0	86.3	0.0	8.0
 2005	 1	 10	 22	0	0	0	0	11.1	82	 0.0	94.2	0.0	8.1
 2005	 1	 10	 23	0	0	0	0	10.6	79	 0.0	105.6	0.0	7.2
 2005	 1	 10	 24	0	0	0	0	10.1	87	 0.0	133.2	0.0	7.9
 2005	 1	 11	 1	0	0	0	0	9.7	83	 0.0	-151.1	0.0	6.9
 2005	 1	 11	 2	0	0	0	0	9.2	86	 0.0	-111.3	0.0	7.1
 2005	 1	 11	 3	0	0	0	0	8.8	85	 0.0	-97.2	0.0	6.5
 2005	 1	 11	 4	0	0	0	0	8.6	87	 0.0	-88.5	0.0	6.6
 2005	 1	 11	 5	0	0	0	0	8.4	89	 0.0	-81.5	0.0	6.7
 2005	 1	 11	 6	0	0	0	0	8.3	94	 0.0	-75.2	0.0	7.4
 2005	 1	 11	 7	0	0	0	0	8.2	93	 0.0	-68.3	0.0	7.2
 2005	 1	 11	 8	18	18	15	0	8.7	91	4.8	-60.5	0.0	7.4
 2005	 1	 11	 9	155	107	228	180	10.8	88	15.5	-51.5	0.0	8.8
 2005	 1	 11	 10	243	192	303	121	12.4	75	24.8	-40.5	0.0	8.0
 2005	 1	 11	 11	259	238	284	39	13.1	84	32.1	-27.2	0.8	10.5
 2005	 1	 11	 12	346	283	399	106	14.4	68	36.3	-11.2	0.1	8.5
 2005	 1	 11	 13	388	293	477	158	15.3	61	36.9	6.0	0.0	7.8
 2005	 1	 11	 14	409	242	551	302	16.1	57	33.7	22.4	0.0	7.5
 2005	 1	 11	 15	342	193	478	326	16.4	55	27.3	37.0	0.0	7.4
 2005	 1	 11	 16	272	103	454	533	16.4	55	18.5	48.5	0.0	7.3
 2005	 1	 11	 17	100	40	230	423	15.5	53	8.1	58.2	0.0	6.1
 2005	 1	 11	 18	1	1	1	0	14.3	55	 0.0	66.2	0.0	5.4
 2005	 1	 11	 19	0	0	0	0	13.5	61	 0.0	73.2	0.0	6.2
 2005	 1	 11	 20	0	0	0	0	12.8	63	 0.0	79.5	0.0	6.0
 2005	 1	 11	 21	0	0	0	0	12.0	67	 0.0	86.3	0.0	6.1
 2005	 1	 11	 22	0	0	0	0	11.3	71	 0.0	94.3	0.0	6.2
 2005	 1	 11	 23	0	0	0	0	10.6	72	 0.0	106.1	0.0	5.7
 2005	 1	 11	 24	0	0	0	0	9.8	78	 0.0	133.3	0.0	6.1
 2005	 1	 12	 1	0	0	0	0	9.1	82	 0.0	-152.0	0.0	6.2
 2005	 1	 12	 2	0	0	0	0	8.3	81	 0.0	-112.1	0.0	5.3
 2005	 1	 12	 3	0	0	0	0	7.5	83	 0.0	-97.4	0.0	4.8
 2005	 1	 12	 4	0	0	0	0	7.1	82	 0.0	-89.0	0.0	4.3
 2005	 1	 12	 5	0	0	0	0	6.7	82	 0.0	-82.0	0.0	3.9
 2005	 1	 12	 6	0	0	0	0	6.4	80	 0.0	-75.3	0.0	3.2
 2005	 1	 12	 7	0	0	0	0	6.0	82	 0.0	-68.4	0.0	3.2
 2005	 1	 12	 8	5	5	3	0	6.1	87	4.8	-61.0	0.2	4.1
 2005	 1	 12	 9	19	19	16	0	5.5	95	15.5	-52.0	3.6	4.8
 2005	 1	 12	 10	77	77	70	0	6.6	89	24.9	-41.0	0.5	4.9
 2005	 1	 12	 11	192	188	186	7	7.5	86	32.2	-27.3	0.4	5.4
 2005	 1	 12	 12	308	282	340	43	8.7	85	36.5	-11.2	0.3	6.2
 2005	 1	 12	 13	329	280	373	81	9.5	84	37.1	5.6	0.1	7.0
 2005	 1	 12	 14	271	256	278	27	9.6	88	33.9	22.4	1.5	7.7
 2005	 1	 12	 15	260	220	302	87	9.9	84	27.5	37.0	1.0	7.4
 2005	 1	 12	 16	187	147	242	123	10.0	84	18.7	48.5	0.0	7.5
 2005	 1	 12	 17	78	52	138	178	9.5	74	8.3	58.2	0.0	5.2
 2005	 1	 12	 18	0	0	0	0	8.8	80	 0.0	66.2	0.1	5.5
 2005	 1	 12	 19	0	0	0	0	8.5	83	 0.0	73.3	0.0	5.7
 2005	 1	 12	 20	0	0	0	0	8.2	85	 0.0	79.6	0.0	5.8
 2005	 1	 12	 21	0	0	0	0	7.9	87	 0.0	86.4	0.0	5.9
 2005	 1	 12	 22	0	0	0	0	7.6	90	 0.0	94.4	0.0	6.0
 2005	 1	 12	 23	0	0	0	0	7.2	95	 0.0	106.2	0.7	6.4
 2005	 1	 12	 24	0	0	0	0	7.0	97	 0.0	133.4	0.1	6.6
 2005	 1	 13	 1	0	0	0	0	6.8	97	 0.0	-152.5	1.1	6.4
 2005	 1	 13	 2	0	0	0	0	7.0	93	 0.0	-112.4	0.5	5.9
 2005	 1	 13	 3	0	0	0	0	7.1	92	 0.0	-98.0	0.2	5.9
 2005	 1	 13	 4	0	0	0	0	7.0	93	 0.0	-89.2	0.9	5.9
 2005	 1	 13	 5	0	0	0	0	6.1	99	 0.0	-82.2	5.7	5.9
 2005	 1	 13	 6	0	0	0	0	7.2	95	 0.0	-75.4	0.1	6.5
 2005	 1	 13	 7	0	0	0	0	7.3	94	 0.0	-68.5	0.1	6.4
 2005	 1	 13	 8	9	9	6	0	7.6	90	4.8	-61.1	0.1	6.1
 2005	 1	 13	 9	122	107	143	57	9.5	90	15.6	-52.1	0.0	7.9
 2005	 1	 13	 10	163	157	163	15	10.6	84	25.0	-41.1	0.0	8.1
 2005	 1	 13	 11	50	50	44	0	10.2	84	32.3	-27.4	0.2	7.7
 2005	 1	 13	 12	166	166	156	0	10.8	84	36.6	-11.3	0.0	8.3
 2005	 1	 13	 13	314	260	357	90	12.0	76	37.3	5.5	0.0	8.0
 2005	 1	 13	 14	421	256	562	295	13.4	68	34.1	22.4	0.0	7.6
 2005	 1	 13	 15	332	203	454	278	14.0	62	27.6	37.0	0.0	7.0
 2005	 1	 13	 16	126	121	128	18	13.6	78	18.8	48.5	0.4	9.8
 2005	 1	 13	 17	15	15	12	0	12.6	84	8.5	58.3	0.7	10.1
 2005	 1	 13	 18	0	0	0	0	11.9	84	 0.0	66.3	0.3	9.4
 2005	 1	 13	 19	0	0	0	0	11.3	88	 0.0	73.3	1.9	9.4
 2005	 1	 13	 20	0	0	0	0	11.1	88	 0.0	80.1	1.4	9.1
 2005	 1	 13	 21	0	0	0	0	10.5	88	 0.0	86.5	2.7	8.5
 2005	 1	 13	 22	0	0	0	0	10.6	84	 0.0	94.5	0.6	8.0
 2005	 1	 13	 23	0	0	0	0	10.3	84	 0.0	106.4	0.3	7.8
 2005	 1	 13	 24	0	0	0	0	10.0	88	 0.0	133.5	0.1	8.1
 2005	 1	 14	 1	0	0	0	0	9.4	88	 0.0	-153.4	0.0	7.5
