,water_price_morocco_eur_m3,water_price_morocco_alternative_eur_m3,water_price_egypt_eur_m3,water_price_egypt_alternative_eur_m3,Vavail_m3,deltaV_m3_h,Vavail_l,deltaV_l_h
2022-01-02 23:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.019739145530075,-0.9802608544699264,19019.739145530075,-980.2608544699264
2022-01-03 00:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.979824585015493,-1.0201754149845066,18979.824585015493,-1020.1754149845066
2022-01-03 01:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.006109176673313,-0.9938908233266887,19006.10917667331,-993.8908233266886
2022-01-03 02:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.094238131134304,-0.9057618688656944,19094.238131134305,-905.7618688656944
2022-01-03 03:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.01776350556849,-0.9822364944315101,19017.763505568488,-982.2364944315101
2022-01-03 04:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.06148648989925,-0.9385135101007523,19061.48648989925,-938.5135101007523
2022-01-03 05:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.03985520626844,-0.9601447937315577,19039.855206268443,-960.1447937315577
2022-01-03 06:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.99360707597353,-1.0063929240264704,18993.60707597353,-1006.3929240264704
2022-01-03 07:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.042677759769276,-0.957322240230723,19042.677759769278,-957.322240230723
2022-01-03 08:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.072099806578745,-0.9279001934212552,19072.099806578746,-927.9001934212552
2022-01-03 09:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.015890615401368,-0.984109384598632,19015.890615401368,-984.109384598632
2022-01-03 10:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.097163496032195,-0.9028365039678059,19097.163496032194,-902.8365039678059
2022-01-03 11:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.95251270784166,-1.04748729215834,18952.51270784166,-1047.48729215834
2022-01-03 12:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.943106140120825,-1.0568938598791742,18943.106140120824,-1056.8938598791742
2022-01-03 13:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.093162364519234,-0.9068376354807655,19093.162364519234,-906.8376354807655
2022-01-03 14:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.99327821392565,-1.0067217860743507,18993.27821392565,-1006.7217860743507
2022-01-03 15:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.926302672872158,-1.0736973271278414,18926.302672872156,-1073.6973271278414
2022-01-03 16:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.007228712719215,-0.992771287280784,19007.228712719214,-992.771287280784
2022-01-03 17:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.021256898695373,-0.9787431013046268,19021.256898695374,-978.7431013046269
2022-01-03 18:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.01895204289812,-0.9810479571018778,19018.95204289812,-981.0479571018777
2022-01-03 19:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.9329950888998,-1.0670049111001982,18932.995088899803,-1067.0049111001983
2022-01-03 20:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.048138381087405,-0.9518616189125935,19048.138381087407,-951.8616189125935
2022-01-03 21:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.05361907153632,-0.9463809284636784,19053.619071536323,-946.3809284636784
2022-01-03 22:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.055628790805685,-0.9443712091943139,19055.628790805684,-944.3712091943139
2022-01-03 23:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.95143359303491,-1.04856640696509,18951.43359303491,-1048.56640696509
2022-01-04 00:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.053002814313718,-0.9469971856862835,19053.002814313717,-946.9971856862835
2022-01-04 01:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.927779524326393,-1.0722204756736058,18927.779524326394,-1072.2204756736057
2022-01-04 02:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.9059305035081,-1.094069496491902,18905.930503508098,-1094.069496491902
2022-01-04 03:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.912931528527814,-1.0870684714721852,18912.931528527813,-1087.0684714721851
2022-01-04 04:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.934751810144313,-1.0652481898556858,18934.751810144313,-1065.2481898556857
2022-01-04 05:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.016361235188178,-0.9836387648118214,19016.36123518818,-983.6387648118215
2022-01-04 06:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.051404357860527,-0.948595642139473,19051.404357860527,-948.5956421394731
2022-01-04 07:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.000245862342286,-0.9997541376577137,19000.245862342286,-999.7541376577137
2022-01-04 08:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.08332244894147,-0.9166775510585289,19083.322448941468,-916.6775510585289
2022-01-04 09:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.074012096084434,-0.9259879039155663,19074.012096084436,-925.9879039155663
2022-01-04 10:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.045401612336622,-0.9545983876633761,19045.401612336624,-954.5983876633761
2022-01-04 11:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.092241447072233,-0.9077585529277661,19092.241447072232,-907.7585529277661
2022-01-04 12:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.096472978549574,-0.9035270214504258,19096.472978549573,-903.5270214504259
2022-01-04 13:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.916827157768676,-1.0831728422313238,18916.827157768676,-1083.1728422313238
2022-01-04 14:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.976132842541844,-1.023867157458155,18976.132842541843,-1023.867157458155
2022-01-04 15:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.05262040719972,-0.9473795928002806,19052.62040719972,-947.3795928002806
2022-01-04 16:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.921850966187183,-1.0781490338128172,18921.850966187183,-1078.1490338128172
2022-01-04 17:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.911486757773382,-1.088513242226618,18911.486757773382,-1088.5132422266179
2022-01-04 18:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.082911816544787,-0.9170881834552125,19082.911816544787,-917.0881834552125
2022-01-04 19:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.941382118886665,-1.0586178811133342,18941.382118886664,-1058.6178811133343
2022-01-04 20:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.003924530383152,-0.9960754696168475,19003.924530383152,-996.0754696168475
2022-01-04 21:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.909075982425342,-1.0909240175746584,18909.075982425344,-1090.9240175746584
2022-01-04 22:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.0736955858605,-0.9263044141395029,19073.6955858605,-926.3044141395029
2022-01-04 23:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.022175693620092,-0.9778243063799099,19022.17569362009,-977.8243063799099
2022-01-05 00:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.935009301620745,-1.064990698379256,18935.009301620747,-1064.9906983792562
2022-01-05 01:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.91310017697602,-1.0868998230239815,18913.10017697602,-1086.8998230239815
2022-01-05 02:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.09183533200879,-0.9081646679912074,19091.83533200879,-908.1646679912075
2022-01-05 03:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.01840055667384,-0.981599443326159,19018.400556673838,-981.599443326159
2022-01-05 04:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.004299646563975,-0.9957003534360241,19004.299646563974,-995.7003534360241
2022-01-05 05:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.016475663487928,-0.9835243365120714,19016.475663487927,-983.5243365120714
2022-01-05 06:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.967340491592655,-1.0326595084073469,18967.340491592655,-1032.659508407347
2022-01-05 07:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.03437068474498,-0.9656293152550186,19034.370684744983,-965.6293152550186
2022-01-05 08:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.934553299806513,-1.0654467001934864,18934.553299806514,-1065.4467001934863
2022-01-05 09:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.051425628751048,-0.9485743712489507,19051.425628751047,-948.5743712489507
2022-01-05 10:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.052362447392554,-0.9476375526074461,19052.362447392552,-947.6375526074461
2022-01-05 11:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.91608730707991,-1.0839126929200915,18916.08730707991,-1083.9126929200916
2022-01-05 12:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.953020159410208,-1.0469798405897928,18953.020159410207,-1046.9798405897927
2022-01-05 13:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.005080345456676,-0.9949196545433237,19005.080345456678,-994.9196545433236
2022-01-05 14:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.94565930006366,-1.0543406999363416,18945.65930006366,-1054.3406999363417
2022-01-05 15:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.92606447961663,-1.0739355203833705,18926.06447961663,-1073.9355203833704
2022-01-05 16:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.939573244315046,-1.060426755684955,18939.573244315045,-1060.426755684955
2022-01-05 17:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.070854366183166,-0.929145633816834,19070.854366183165,-929.145633816834
2022-01-05 18:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.07914304952039,-0.9208569504796119,19079.14304952039,-920.8569504796119
2022-01-05 19:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.007557516050838,-0.9924424839491615,19007.557516050838,-992.4424839491614
2022-01-05 20:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.082964954188885,-0.9170350458111141,19082.964954188887,-917.0350458111141
2022-01-05 21:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.936522117438304,-1.0634778825616953,18936.522117438304,-1063.4778825616952
2022-01-05 22:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.990297485010718,-1.0097025149892809,18990.297485010717,-1009.7025149892809
2022-01-05 23:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.998497954749055,-1.0015020452509458,18998.497954749055,-1001.5020452509458
2022-01-06 00:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.089361119562344,-0.9106388804376556,19089.361119562345,-910.6388804376556
2022-01-06 01:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.092635188698374,-0.9073648113016276,19092.635188698372,-907.3648113016276
2022-01-06 02:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.941710905728222,-1.0582890942717769,18941.71090572822,-1058.2890942717768
2022-01-06 03:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.018299231933568,-0.9817007680664334,19018.299231933568,-981.7007680664334
2022-01-06 04:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.06389459066894,-0.9361054093310596,19063.89459066894,-936.1054093310596
2022-01-06 05:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.071056592469528,-0.9289434075304703,19071.05659246953,-928.9434075304704
2022-01-06 06:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.982887127588498,-1.0171128724115013,18982.8871275885,-1017.1128724115013
2022-01-06 07:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.06856120587883,-0.9314387941211698,19068.56120587883,-931.4387941211698
2022-01-06 08:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.073587436232327,-0.9264125637676751,19073.587436232327,-926.4125637676751
2022-01-06 09:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.070032926923947,-0.9299670730760548,19070.03292692395,-929.9670730760547
2022-01-06 10:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.075403018423565,-0.9245969815764341,19075.403018423563,-924.5969815764341
2022-01-06 11:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.939631474239032,-1.060368525760969,18939.63147423903,-1060.3685257609689
2022-01-06 12:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.01972097526845,-0.9802790247315499,19019.72097526845,-980.27902473155
2022-01-06 13:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.97668750510348,-1.0233124948965193,18976.68750510348,-1023.3124948965193
2022-01-06 14:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.90930375908457,-1.0906962409154326,18909.30375908457,-1090.6962409154326
2022-01-06 15:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.958924140479933,-1.0410758595200669,18958.924140479932,-1041.0758595200668
2022-01-06 16:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.906732419032707,-1.0932675809672938,18906.732419032705,-1093.2675809672937
2022-01-06 17:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.966157333399202,-1.033842666600796,18966.157333399202,-1033.842666600796
2022-01-06 18:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.077425246781115,-0.922574753218885,19077.425246781113,-922.574753218885
2022-01-06 19:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.005410797070404,-0.994589202929596,19005.410797070403,-994.589202929596
2022-01-06 20:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.03812420463449,-0.9618757953655124,19038.12420463449,-961.8757953655124
2022-01-06 21:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.002722316196706,-0.9972776838032945,19002.722316196705,-997.2776838032945
2022-01-06 22:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.93571933750556,-1.0642806624944394,18935.71933750556,-1064.2806624944394
2022-01-06 23:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.994877073024917,-1.005122926975082,18994.877073024916,-1005.1229269750821
2022-01-07 00:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.04147978594111,-0.9585202140588892,19041.479785941112,-958.5202140588892
2022-01-07 01:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.931250655141785,-1.0687493448582153,18931.250655141786,-1068.7493448582152
2022-01-07 02:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.992858326256354,-1.007141673743645,18992.858326256355,-1007.1416737436449
2022-01-07 03:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.04923835886878,-0.9507616411312202,19049.23835886878,-950.7616411312202
2022-01-07 04:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.987014645130085,-1.0129853548699161,18987.014645130086,-1012.9853548699161
2022-01-07 05:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.050099460607456,-0.9499005393925442,19050.099460607456,-949.9005393925441
2022-01-07 06:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.078934712903735,-0.921065287096264,19078.934712903734,-921.065287096264
2022-01-07 07:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.037638317911558,-0.962361682088442,19037.63831791156,-962.361682088442
2022-01-07 08:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.083362286711385,-0.9166377132886168,19083.362286711385,-916.6377132886167
2022-01-07 09:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.06971059855373,-0.9302894014462695,19069.71059855373,-930.2894014462695
2022-01-07 10:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.95289234723244,-1.0471076527675605,18952.89234723244,-1047.1076527675605
2022-01-07 11:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.074375282474833,-0.9256247175251684,19074.375282474834,-925.6247175251684
2022-01-07 12:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.944532059377124,-1.0554679406228775,18944.532059377125,-1055.4679406228774
2022-01-07 13:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.019059802431343,-0.9809401975686567,19019.059802431344,-980.9401975686567
2022-01-07 14:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.014206560506786,-0.9857934394932152,19014.206560506787,-985.7934394932151
2022-01-07 15:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.957078041666307,-1.0429219583336913,18957.078041666307,-1042.9219583336912
2022-01-07 16:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.068451673996165,-0.9315483260038346,19068.451673996165,-931.5483260038346
2022-01-07 17:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.069637871538895,-0.9303621284611049,19069.637871538893,-930.3621284611049
2022-01-07 18:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.016502113877486,-0.9834978861225153,19016.502113877486,-983.4978861225153
2022-01-07 19:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.021453312556083,-0.9785466874439149,19021.453312556085,-978.546687443915
2022-01-07 20:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.917666566661296,-1.0823334333387047,18917.666566661297,-1082.3334333387047
2022-01-07 21:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.980560105682002,-1.0194398943179976,18980.560105682,-1019.4398943179976
2022-01-07 22:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.083634693164658,-0.916365306835341,19083.63469316466,-916.365306835341
2022-01-07 23:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.01380626986947,-0.9861937301305286,19013.80626986947,-986.1937301305286
2022-01-08 00:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.018342706811914,-0.9816572931880871,19018.342706811913,-981.6572931880871
2022-01-08 01:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.01892803423886,-0.9810719657611375,19018.928034238863,-981.0719657611376
2022-01-08 02:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.008521527923584,-0.9914784720764174,19008.521527923585,-991.4784720764173
2022-01-08 03:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.908515890261455,-1.0914841097385442,18908.515890261457,-1091.4841097385442
2022-01-08 04:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.937726868228065,-1.062273131771936,18937.726868228066,-1062.273131771936
2022-01-08 05:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.960356328501604,-1.0396436714983954,18960.356328501603,-1039.6436714983954
2022-01-08 06:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,18.90200469284855,-1.0979953071514492,18902.00469284855,-1097.9953071514492
2022-01-08 07:00:00+00:00,0.0290538951,0.581077902,0.06047057835,1.209411567,19.071527522485646,-0.9284724775143562,19071.527522485645,-928.4724775143562
